user,in_degree_cent,out_degree_cent,betweenness_centrality,eigen_vector_cent,katz_centrality
Chazmer87,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
hessians4hire,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
___--__-----,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
chickenGpu,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
samuraii889,0.0007451564828614009,0.0,0.0,1.7349142884023145e-08,0.02667815884661907
daschande,0.0007451564828614009,0.0007451564828614009,0.0,5.4308286860421296e-21,0.02658740530015022
Timaz,0.0022354694485842027,0.0014903129657228018,7.779411454183156e-06,9.05138114340354e-21,0.031377928777654766
SoakerCity,0.0029806259314456036,0.0007451564828614009,2.2226889869094732e-06,1.086165737208425e-20,0.03377319051640704
clic45,0.0007451564828614009,0.0014903129657228018,1.1113444934547366e-06,3.62055245736142e-21,0.02634787912627499
Aresmar,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
PsychoWorld,0.0014903129657228018,0.0022354694485842027,1.0557772687819999e-05,5.430828686042128e-21,0.028743140865027262
90brabus,0.0014903129657228018,0.0007451564828614009,7.779411454183156e-06,1.3286813587606432e-06,0.030782711285318475
foldingcouch,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
rikudemyx,0.0007451564828614009,0.0014903129657228018,0.00013280566696784104,0.0001355779093532589,0.027154891195546975
newfit,0.0007451564828614009,0.0014903129657228018,5.556722467273683e-07,3.62055245736142e-21,0.02634787912627499
_-dO_Ob-_,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Escobeezy,0.0007451564828614009,0.0007451564828614009,5.556722467273683e-06,1.4571125037593655e-36,0.02608440033501224
LeCrushinator,0.0014903129657228018,0.0014903129657228018,0.0001717027242387568,3.6205524573614205e-21,0.02871918824763974
herbertJblunt,0.0014903129657228018,0.0014903129657228018,3.889705727091578e-06,5.430828686042128e-21,0.028743140865027262
fracto73,0.0014903129657228018,0.0007451564828614009,1.722583964854842e-05,5.4308286860421296e-21,0.028743140865027262
jkin310,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
SlimePrime,0.0022354694485842027,0.0037257824143070045,1.5836659031729998e-05,1.7520843044041717e-09,0.032945222000301685
aroogu,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
salton,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
SolidBlues,0.0022354694485842027,0.0014903129657228018,5.251102731573631e-05,0.0002535802282991198,0.03320358476299899
theandyeffect,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
TopPriority193,0.0014903129657228018,0.0,0.0,1.8242002256329597e-16,0.02949322978806962
Vladmur,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Mageant,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
KRAZYKNIGHT,0.0007451564828614009,0.0007451564828614009,0.0,1.8242002256329611e-16,0.026858705354233382
bassplayer02,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Frux7,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
mrjderp,0.0007451564828614009,0.0007451564828614009,0.0,1.8200522395314452e-13,0.02713559922386466
kr613,0.0022354694485842027,0.0014903129657228018,0.0014058507842202419,1.797559494016521e-05,0.032274585779308244
Rdwomack2,0.0007451564828614009,0.0007451564828614009,0.0,1.0080300701030859e-11,0.027217570447377774
gtfooh1011,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
giantjesus,0.0022354694485842027,0.0007451564828614009,2.2226889869094732e-06,4.4416808735285486e-35,0.03106414948987822
atlasing,0.0007451564828614009,0.0007451564828614009,0.0,0.00021295632353832212,0.028849845805427952
lolcrites,0.0022354694485842027,0.0007451564828614009,2.2226889869094732e-06,4.4416808735285486e-35,0.03106414948987822
ignorethisone,0.0007451564828614009,0.0029806259314456036,0.0013086081410429524,2.7626640900361227e-05,0.026660849065816974
pencilrain99,0.0014903129657228018,0.0007451564828614009,1.1113444934547366e-06,2.8891023781435708e-36,0.028455709456376994
no_expression,0.0007451564828614009,0.0007451564828614009,0.0,1.4109442288722907e-16,0.026616735035726775
hypocriticalturtle,0.0014903129657228018,0.0,0.0,4.8278465148996334e-05,0.02956888651954912
astronautdinosaur,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
BlackSpidy,0.0007451564828614009,0.0,0.0,4.155282898651708e-35,0.026321531247148717
Nine_Gates,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
BoatMontmorency,0.0014903129657228018,0.0007451564828614009,3.33403348036421e-06,7.127848983003567e-12,0.029097128666414163
StarbuckPirate,0.0029806259314456036,0.0007451564828614009,9.44642819436526e-06,3.362010886960246e-08,0.036321386208376646
YayCookiesForever,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Lucidview,0.0007451564828614009,0.0007451564828614009,1.1113444934547366e-06,4.155282898651708e-35,0.026321531247148717
Polyscikosis,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-07,2.432368539600082e-17,0.029011972061186518
elneuvabtg,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
WhatIsPants,0.0007451564828614009,0.0007451564828614009,0.0,0.0002681246144721555,0.027107281107872888
kelvin214,0.0029806259314456036,0.0,0.0,7.241104914722883e-21,0.03396241619376847
thataustguy,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
amplifierworship,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
stealthd,0.0007451564828614009,0.0007451564828614009,0.0,0.026740291267041173,0.026910878844715543
caramal,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
vaguelyhuman,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
shifty1032231,0.0,0.0022354694485842027,0.0,2.512262937516149e-38,0.02371309121364749
adityosaur,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
spiritstone,0.0007451564828614009,0.0007451564828614009,0.0,1.909788344928101e-16,0.026643351770762505
Cadvin,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Jalo66,0.0007451564828614009,0.0,0.0,3.62055245736142e-21,0.02634787912627499
BentAxel,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ceddya,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
LiberalHeimerdinger,0.009687034277198211,0.009687034277198211,0.004485867958197148,0.5684450492443038,0.06931445871929665
jpe77,0.0014903129657228018,0.0022354694485842027,0.0001544768845902084,1.9640220452652745e-14,0.029308314983159823
Ehnaton1,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
JumpingJackJoe,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Mr_Dr_Prof_Derp,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
gamep01nt,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
eruiure,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
DeafDumbBlindBoy,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Shoudlaz,0.0022354694485842027,0.0029806259314456036,0.000607164541590771,3.1797543583922e-05,0.033133341794575846
NotReallyAGenie,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
servohahn,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
TheDarkLordOfViacom,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
BlackOpz,0.0014903129657228018,0.0007451564828614009,7.334873656801261e-05,0.03883184782820134,0.030781440795819563
shug7272,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
spyder728,0.0007451564828614009,0.0014903129657228018,5.556722467273683e-07,3.62055245736142e-21,0.02634787912627499
HBOXNW,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
bladezor,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ainrialai,0.0007451564828614009,0.0007451564828614009,0.0,8.152606433094012e-05,0.027106269400330063
MisuVir,0.0022354694485842027,0.0022354694485842027,6.66806696072842e-06,4.3210922525277744e-36,0.030827018577741745
thisisshantzz,0.0007451564828614009,0.0007451564828614009,1.1113444934547366e-06,1.4571125037593655e-36,0.02608440033501224
ChiefBromden,0.0007451564828614009,0.0007451564828614009,0.0,1.4109442288722907e-16,0.026616735035726775
iScreme,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Photocurrent,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
pullingthestringz,0.0037257824143070045,0.0022354694485842027,0.00030561973570005256,0.0003701250310737116,0.03964158954088265
WraithPDX,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
uncannylizard,0.0029806259314456036,0.0037257824143070045,0.0003661880105933357,1.0265984016696353e-07,0.03566275994703532
ITSigno,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
ilikeeagles,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Soton_Speed,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
jdmulloy,0.0007451564828614009,0.0014903129657228018,7.557142555492208e-05,1.4571125037593655e-36,0.02608440033501224
DannyInternets,0.0029806259314456036,0.0,0.0,1.5012751324631134e-15,0.035081915740159814
Amestrius,0.0,0.0022354694485842027,0.0,2.512262937516149e-38,0.02371309121364749
sirus20x6,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Wolf-Head,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
POTUSXanderCrews,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
sarcasticalwit,0.0014903129657228018,0.0,0.0,4.298481886090128e-35,0.028692840368513467
ItsHapppening,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Yancy_Farnesworth,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ppfjr0728,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Bobert_Fico,0.0014903129657228018,0.0007451564828614009,1.1113444934547366e-06,2.8891023781435708e-36,0.028455709456376994
Tobikaj,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
KillTheSEP,0.0037257824143070045,0.0022354694485842027,9.863182379410788e-05,0.00016955751663627475,0.038821270472759496
dave45,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
vikinick,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
JumpinJackHTML5,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
pujuma,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
mgearliosus,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
emefluence,0.0007451564828614009,0.0,0.0,2.1107287742448717e-06,0.026615435151015467
mstrgrieves,0.0022354694485842027,0.0014903129657228018,1.000210044109263e-05,1.2376418746756529e-06,0.03235215851554321
Blackgeesus,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
EgyptianNational,0.0007451564828614009,0.0014903129657228018,1.667016740182105e-06,1.4571125037593655e-36,0.02608440033501224
x86_64Ubuntu,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
cxn,0.0007451564828614009,0.0007451564828614009,5.556722467273683e-07,1.4571125037593655e-36,0.02608440033501224
Sebaceous_Sebacious,0.0014903129657228018,0.0007451564828614009,1.667016740182105e-06,8.191499934780209e-20,0.029251226688398958
Facts_About_Cats,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
DocGonzo13,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
radioactivelens,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
ExtremeReadit,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
digitoba,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
has-13,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
not_anyone,0.0014903129657228018,0.0014903129657228018,0.00022412113951337186,0.16685808435121208,0.0330158462069419
Spanner_Magnet,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
HunterTAMUC,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
FirstPotato,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-07,5.4308286860421296e-21,0.028743140865027262
suparokr,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
kstinfo,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ShrimpFood,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
brownribbon,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
AlphaEnder,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ioncloud9,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
openzeus,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
JamesMean,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
optimistic-taco,0.0007451564828614009,0.0007451564828614009,5.556722467273683e-07,1.4571125037593655e-36,0.02608440033501224
Freeze__,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Mouthtuom,0.0007451564828614009,0.0,0.0,0.0832483906416575,0.02928678842620896
gerre,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
epepepturbo,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-07,5.430828686042128e-21,0.028743140865027262
castafobe,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
Kind_Of_A_Dick,0.0014903129657228018,0.0,0.0,6.796155439891724e-08,0.029969755593228637
Tetragramatron,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
berest,0.0007451564828614009,0.0007451564828614009,0.0,1.4109442288722907e-16,0.026616735035726775
Cronoadvan,0.0014903129657228018,0.0007451564828614009,0.00014780881762947997,8.308053534365901e-35,0.028929971280649943
9minutetruth-penalty,0.006706408345752608,0.0037257824143070045,0.0030491125358547517,4.9009381075723404e-05,0.050729970076338705
SplatterSack,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
-ParticleMan-,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
shroom_throwaway9722,0.006706408345752608,0.010432190760059613,0.0015731081304851797,0.0006284329316430059,0.051367545917804604
MultiJanus,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ak_2,0.0014903129657228018,0.0014903129657228018,0.00015058717886311682,5.4308286860421296e-21,0.028743140865027262
MrFlesh,0.0007451564828614009,0.0014903129657228018,0.00011280146608565577,0.00048084983837711067,0.02826048498918886
joggle1,0.0014903129657228018,0.0014903129657228018,1.1113444934547366e-06,1.995376464223242e-16,0.029036438220792847
Precursor2552,0.0007451564828614009,0.0,0.0,2.122541100440059e-07,0.026427004927191147
aWarmSunnyDay,0.0022354694485842027,0.0,0.0,1.2460824170080092e-34,0.03153841131415117
RaikerCat,0.0014903129657228018,0.0014903129657228018,2.7783612336368415e-06,2.8891023781435708e-36,0.028455709456376994
Dilligaff82,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
mauxly,0.0007451564828614009,0.0014903129657228018,2.2226889869094732e-06,5.4308286860421296e-21,0.02658740530015022
eythian,0.0014903129657228018,0.0,0.0,9.36180709446684e-06,0.029224747065866894
narrenburg,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
Vulpyne,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
pods_and_cigarettes,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
thebrothersswingin,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
Rekthor,0.0022354694485842027,0.0007451564828614009,1.667016740182105e-05,0.00024058296443868338,0.03393178186682571
smeeyall,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
orthopod,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
smirdolt,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
critfist,0.0014903129657228018,0.0014903129657228018,5.556722467273683e-06,2.6152604593642415e-16,0.029517959154621
m0r14rty,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
CaliBuddz,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
NagastaBagamba,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Amphabian,0.0029806259314456036,0.0,0.0,8.594451509242745e-35,0.03367258952337945
SwordPen,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Niklasedg,0.0022354694485842027,0.0007451564828614009,1.667016740182105e-06,4.4416808735285486e-35,0.03106414948987822
diskreet,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
Krenolds,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
PabstyLoudmouth,0.0037257824143070045,0.0029806259314456036,0.004043330580903471,0.013385151932865902,0.03944738908768664
Zetalus,0.0007451564828614009,0.0037257824143070045,2.2226889869094732e-06,3.62055245736142e-21,0.02634787912627499
thestonedkoala,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Gringo_Please,0.0007451564828614009,0.0007451564828614009,0.0,9.051381143403531e-21,0.027066457647900673
shitineedglasses,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
jacxy,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
lolfail9001,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Alarmed_Ferret,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
MyTFresh,0.0007451564828614009,0.0,0.0,1.217442619520325e-34,0.02679579307142167
antiterrorists,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
is_pissed_off,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
ledmonkey9,0.0014903129657228018,0.0014903129657228018,8.335083700910525e-07,1.4335780592889576e-09,0.030247432970453906
TaylorS1986,0.0007451564828614009,0.0007451564828614009,1.611449515509368e-05,0.00021295632353832212,0.028849845805427952
_Billups_,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
zeshtorm,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Dracula7899,0.0022354694485842027,0.0014903129657228018,0.00024375489223107225,5.973911554646343e-20,0.03164406897084946
CaptOblivious,0.0007451564828614009,0.0007451564828614009,0.0,0.0006452831030726162,0.02752967925720071
psstwannabuyacarm8,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
fastredb,0.0007451564828614009,0.0007451564828614009,0.0,2.6384176530587365e-13,0.02764897542539723
MrZakalwe,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
Druchiiii,0.0007451564828614009,0.0,0.0,4.155282898651708e-35,0.026321531247148717
DystopiaMan,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
melissa1987,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
c0mputar,0.0007451564828614009,0.0,0.0,6.188209373378264e-07,0.026846970303912976
Skrp,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
zotquix,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
totallyunmotivated,0.0007451564828614009,0.0007451564828614009,0.0,1.4109442288722907e-16,0.026616735035726775
SeeMyThumb,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
DrXaos,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
DrNick2012,0.0007451564828614009,0.0007451564828614009,0.0,3.62055245736142e-21,0.02634787912627499
bikerwalla,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
Feldheld,0.0014903129657228018,0.0014903129657228018,2.2226889869094732e-06,1.9640220452652745e-14,0.029308314983159823
demintheAF,0.0029806259314456036,0.0029806259314456036,0.003574037584929872,0.00010559191740269777,0.038845345624786545
VikLuk,0.0014903129657228018,0.0014903129657228018,6.66806696072842e-06,1.0144071490795512e-09,0.029675679328325662
dbcspace,0.0007451564828614009,0.0007451564828614009,3.33403348036421e-06,4.155282898651708e-35,0.026321531247148717
herticalt,0.0007451564828614009,0.0007451564828614009,0.0,0.0003601183541038607,0.031702510699440176
RogueHelios,0.0014903129657228018,0.0007451564828614009,5.556722467273683e-07,2.8891023781435708e-36,0.028455709456376994
Freeman001,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
FridaKahlosEyebrows,0.0007451564828614009,0.0007451564828614009,7.446008106146735e-05,1.4571125037593655e-36,0.02608440033501224
Problem119V-0800,0.0022354694485842027,0.0007451564828614009,7.223739207455788e-06,8.596963772180258e-34,0.031562124405364815
daimposter,0.0,0.0014903129657228018,0.0,2.512262937516149e-38,0.02371309121364749
intensely_human,0.0007451564828614009,0.0007451564828614009,1.667016740182105e-06,1.4571125037593655e-36,0.02608440033501224
Buck-Nasty,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
addictedtoRdrugs,0.0014903129657228018,0.0014903129657228018,9.168592071001577e-05,8.17825024764419e-08,0.03027248039720064
smallstepforman,0.0007451564828614009,0.0007451564828614009,1.667016740182105e-06,1.4571125037593655e-36,0.02608440033501224
TimeZarg,0.0014903129657228018,0.0007451564828614009,2.1115545375639997e-05,2.8891023781435708e-36,0.028455709456376994
5thGraderLogic,0.0,0.0022354694485842027,0.0,2.512262937516149e-38,0.02371309121364749
Alex-Muad_Dib,0.0007451564828614009,0.0,0.0,1.4571125037593655e-36,0.02608440033501224
EconomistsNeverSleep,0.0014903129657228018,0.0014903129657228018,1.667016740182105e-06,1.995376464223242e-16,0.029036438220792847
chilaxinman,0.0,0.0007451564828614009,0.0,2.512262937516149e-38,0.02371309121364749
